Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2009-12-09T00:00:00.000Z,Cobar,13.3,31.3,0,13.8,12.5,SSW,24,ESE,SW,9,9,49,15,1011.6,1008.7,1,1,19,28.4,No,No
2009-12-10T00:00:00.000Z,Cobar,18.9,35,0,10.4,4,WSW,54,NNE,W,15,28,14,13,1008.6,1007.1,6,8,26.7,32.1,No,No
2009-12-12T00:00:00.000Z,Cobar,13.4,31.9,0,8.2,12.2,SSW,33,SSE,SSW,13,13,22,9,1019.1,1015.5,2,1,21.1,29.7,No,No
2009-12-13T00:00:00.000Z,Cobar,18.4,33.9,0,11.8,12.4,SSW,37,SSE,SSW,13,19,30,14,1017.3,1014.4,1,1,24.1,31.7,No,No
2009-12-14T00:00:00.000Z,Cobar,18.9,35.9,0,12.8,12.4,WSW,39,ESE,SSW,15,11,23,11,1016.5,1014,1,1,27.1,34.5,No,No
2009-12-15T00:00:00.000Z,Cobar,19.8,38.8,0,12.4,12.6,SW,54,E,W,11,6,42,9,1017.1,1013.9,0,1,27.2,36.9,No,No
2009-12-16T00:00:00.000Z,Cobar,22.8,41.9,0,13.4,12.7,NW,44,ENE,N,20,15,24,6,1014.9,1011.7,1,3,31.2,40.8,No,No
2009-12-17T00:00:00.000Z,Cobar,26.5,41.8,0,15.2,11.1,NNW,67,NW,NW,31,22,20,14,1013,1009.3,1,5,34.4,38.5,No,Yes
2009-12-18T00:00:00.000Z,Cobar,18.7,24.8,1.6,15.2,2.4,S,41,SW,SSW,11,13,96,71,1015.6,1016,8,7,18.8,19.9,Yes,No
2009-12-19T00:00:00.000Z,Cobar,14.3,30.9,0.2,4,12.5,WSW,31,SSE,WSW,11,9,25,15,1017.8,1014.9,1,0,22.5,29.1,No,No
2009-12-20T00:00:00.000Z,Cobar,17.6,34.2,0,10.6,11.7,WSW,35,E,S,13,9,24,13,1016.5,1013,1,3,25.6,33.2,No,No
2009-12-21T00:00:00.000Z,Cobar,19.2,37.6,0,11.6,12.4,NW,31,ENE,NNW,11,13,22,12,1012.9,1008.9,3,3,27.2,35.5,No,No
2009-12-22T00:00:00.000Z,Cobar,22.6,38.4,0,11.4,12.9,NE,41,NE,NW,22,9,39,13,1009.9,1007.4,1,4,27.7,36.7,No,No
2009-12-23T00:00:00.000Z,Cobar,21.9,39.7,0,12.8,12,NNE,39,N,NE,17,17,44,20,1011.7,1008.8,1,3,29.5,37.6,No,No
2009-12-24T00:00:00.000Z,Cobar,27.3,39.6,0,17.2,5.1,SSW,57,NNE,N,31,22,36,25,1008.5,1004.5,7,7,31.3,38.7,No,Yes
2009-12-25T00:00:00.000Z,Cobar,19.4,24.7,17.2,14.2,0,S,33,E,SE,7,7,97,84,1007.7,1006.9,8,8,20.4,23.1,Yes,Yes
2009-12-26T00:00:00.000Z,Cobar,20.3,25.4,7.2,12.4,3.4,E,31,S,SSE,13,15,69,73,1010.7,1009.7,7,7,21.5,24.4,Yes,Yes
2009-12-27T00:00:00.000Z,Cobar,18.6,29.7,6.6,3.8,5.2,SSW,33,E,SSW,11,9,93,71,1011.9,1009.4,8,7,22,28.1,Yes,No
2009-12-28T00:00:00.000Z,Cobar,21.9,32.2,0,3.4,8.1,SE,39,SE,SSW,13,17,89,54,1012.8,1011.2,8,5,23.3,29.7,No,No
2009-12-29T00:00:00.000Z,Cobar,21.9,33.6,0,7.8,12.9,ESE,41,ESE,SE,13,24,69,39,1016.7,1014.7,1,3,25.1,32.3,No,No
2009-12-30T00:00:00.000Z,Cobar,22.3,32.3,0,12.2,11.2,ENE,43,E,ENE,19,20,52,42,1017.7,1014.6,5,7,24.8,30.8,No,No
2009-12-31T00:00:00.000Z,Cobar,21.5,27.2,0,10.6,0.5,NE,46,ENE,NE,22,26,71,50,1014.7,1012.6,7,7,23.5,26.6,No,Yes
2010-01-01T00:00:00.000Z,Cobar,19.3,26.4,1.6,4,2.2,NE,30,NNE,NNE,13,19,96,86,1011.1,1008.9,8,8,21.3,23.8,Yes,Yes
2010-01-02T00:00:00.000Z,Cobar,21,33.4,3,2.2,9.5,SSW,44,WNW,S,7,19,81,46,1008.2,1007.1,6,6,24,31.3,Yes,No
2010-01-03T00:00:00.000Z,Cobar,18.1,29.8,0,11.4,12.7,SSW,37,SSE,SSW,19,13,40,16,1015,1013,1,1,20.7,28.1,No,No
2010-01-04T00:00:00.000Z,Cobar,16.6,35,0,11,13.1,ENE,26,ENE,ENE,11,6,58,13,1015,1012,0,2,23.1,33.3,No,No
2010-01-05T00:00:00.000Z,Cobar,22.9,34.7,0,10,7.4,SW,85,NNE,SW,24,31,58,84,1014.3,1013.8,2,7,28.2,21.6,No,Yes
2010-01-06T00:00:00.000Z,Cobar,19.5,33.7,6.4,6,9.8,SSW,28,SSW,SSE,6,7,68,32,1015.3,1012.3,5,7,25.9,32.9,Yes,No
2010-01-07T00:00:00.000Z,Cobar,22.7,35.7,0,8.8,11,SW,30,S,SW,7,7,26,15,1013.7,1010.8,6,5,25.6,34.9,No,No
2010-01-08T00:00:00.000Z,Cobar,21.9,36.4,0,10.8,13.6,NE,37,NE,ENE,22,15,51,27,1016,1013.3,1,3,27,34.9,No,No
2010-01-09T00:00:00.000Z,Cobar,23.3,37.2,0,12.6,11,N,33,NNE,NNE,17,7,46,26,1017.3,1015.2,0,3,28.9,34.8,No,No
2010-01-10T00:00:00.000Z,Cobar,23.8,39.7,0,10.8,12.5,E,30,WNW,NNE,13,11,41,18,1016.8,1013.5,1,2,30.7,37.7,No,No
2010-01-11T00:00:00.000Z,Cobar,24.8,41.6,0,12.6,11.6,NNE,37,W,N,4,13,33,14,1013.9,1010.3,1,1,33,41.4,No,No
2010-01-12T00:00:00.000Z,Cobar,24.5,42.4,0,15,12.3,NW,56,NNW,W,20,7,21,9,1011.2,1007.5,1,1,33.9,39.5,No,No
2010-01-13T00:00:00.000Z,Cobar,25.7,37.1,0,16.8,11.4,SSW,46,S,SW,13,24,38,27,1009.7,1009.4,1,4,30,34.7,No,No
2010-01-14T00:00:00.000Z,Cobar,20.5,34.8,0,14.2,11.9,SW,35,S,SW,11,19,36,22,1014.2,1011.7,4,1,22.5,32.8,No,No
2010-01-15T00:00:00.000Z,Cobar,20.6,39.4,0,12.8,10.3,NE,50,ENE,WSW,17,4,48,25,1013.4,1009.4,1,6,28.1,35.6,No,No
2010-01-16T00:00:00.000Z,Cobar,24.8,38.2,0.2,10.6,11.1,E,57,N,WNW,13,20,51,20,1010.2,1005.8,2,3,28.9,37.5,No,No
2010-01-17T00:00:00.000Z,Cobar,21.2,29,0,13,12,SW,43,SSW,SSW,20,17,42,13,1008.5,1007.1,1,1,21.9,28.4,No,No
2010-01-18T00:00:00.000Z,Cobar,15.6,24.6,0,15,12.4,SSW,46,SSW,SW,22,24,32,14,1010.5,1009.3,0,1,17.2,22.8,No,No
2010-01-19T00:00:00.000Z,Cobar,11.3,28.8,0,11.2,12.9,SSW,50,S,SSW,9,20,29,12,1012.9,1011.2,0,0,18.1,26.5,No,No
2010-01-20T00:00:00.000Z,Cobar,13.8,34.8,0,12.8,12.8,SW,28,S,WSW,6,9,18,6,1013.7,1010.6,0,0,23.2,32.9,No,No
2010-01-21T00:00:00.000Z,Cobar,20.2,40.3,0,11.2,13.2,W,30,NNE,NW,7,11,12,6,1011.7,1008.7,1,1,29.1,38.6,No,No
2010-01-22T00:00:00.000Z,Cobar,23.2,41.3,0,14.8,12.7,NNW,44,NNW,N,13,22,14,2,1010.4,1007.4,0,0,31.8,39.6,No,No
2010-01-23T00:00:00.000Z,Cobar,26.2,40.3,0,18.2,12.7,WSW,39,WNW,WSW,13,19,24,12,1009.2,1007.3,0,1,32.9,39.3,No,No
2010-01-24T00:00:00.000Z,Cobar,21.5,38.8,0,17.4,12.7,SW,33,SE,SSE,15,7,22,13,1010.8,1008.5,1,1,26.9,36.6,No,No
2010-01-25T00:00:00.000Z,Cobar,22.1,41.2,0,14.4,12.6,S,33,SSE,NW,13,17,9,8,1010,1007.3,1,6,29.5,40.2,No,No
2010-01-26T00:00:00.000Z,Cobar,24.2,41.3,0,14.6,12,SSW,33,ESE,W,11,9,11,6,1009.8,1006.7,1,1,31.5,40.4,No,No
2010-01-27T00:00:00.000Z,Cobar,27,41.8,0,13,11.8,SSW,44,NNE,SW,11,15,26,13,1009,1006.3,2,3,34.1,40.1,No,No
2010-01-28T00:00:00.000Z,Cobar,22.9,36.2,0,15,6.4,NE,39,ESE,SE,11,9,28,22,1007.5,1006.4,7,7,30.2,32.4,No,No
2010-01-29T00:00:00.000Z,Cobar,24,38,0,9.4,8.9,ESE,33,SE,S,9,7,33,18,1007.7,1006.9,4,3,27.9,35.6,No,No
2010-01-30T00:00:00.000Z,Cobar,24,37.4,0,11,12.2,E,46,E,ENE,24,24,43,19,1011.9,1009.2,1,2,27.1,35.6,No,No
2010-01-31T00:00:00.000Z,Cobar,24,34.1,0,15.8,8,E,43,ENE,ENE,24,9,45,29,1010.4,1007.5,5,7,26.5,33,No,No
2010-02-01T00:00:00.000Z,Cobar,23.8,32.1,0,11.6,5.5,E,39,E,ESE,15,17,64,32,1010.4,1008,7,7,25.2,31.8,No,No
2010-02-02T00:00:00.000Z,Cobar,23.1,33.3,0,10,4.5,E,54,ESE,E,26,31,48,20,1010.3,1007.1,7,5,23.6,31.3,No,No
2010-02-03T00:00:00.000Z,Cobar,22.7,29.9,0,13.2,0.8,E,56,E,NNW,24,24,59,87,1008,1005.9,7,8,24,22.2,No,Yes
2010-02-04T00:00:00.000Z,Cobar,19.2,29.6,36,4.6,2.3,N,57,NE,ENE,6,19,99,53,1006.9,1003.8,8,7,19.8,29.3,Yes,Yes
2010-02-05T00:00:00.000Z,Cobar,19.7,26.8,7.2,2.4,2.9,SSW,39,ENE,SSW,9,20,93,76,1006.3,1007.1,8,7,22,24.4,Yes,No
2010-02-06T00:00:00.000Z,Cobar,19.8,25.3,0,4.1,6.4,SSW,37,SSW,SSW,11,17,83,91,1012.1,1011.4,7,7,20.5,22.5,No,Yes
2010-02-08T00:00:00.000Z,Cobar,22.7,30.4,0,5,4.2,E,35,ENE,SSW,13,6,80,76,1018.1,1016.2,7,7,24.5,25.9,No,Yes
2010-02-09T00:00:00.000Z,Cobar,20.8,32.1,9.6,4.4,12.6,ENE,31,NE,NNE,20,7,77,48,1018.8,1017.3,1,3,24.1,31.1,Yes,No
2010-02-11T00:00:00.000Z,Cobar,23.4,35.7,0,8.6,12.6,N,24,N,NNW,9,9,52,34,1015.4,1012.1,1,5,28.5,33.1,No,No
2010-02-13T00:00:00.000Z,Cobar,20.1,23.6,22.4,5.6,0,NE,24,WNW,SSW,9,9,97,92,1010,1007.7,8,8,21.4,22.5,Yes,Yes
2010-02-14T00:00:00.000Z,Cobar,21.1,26.5,44,1.7,4,N,44,NNW,SSW,19,13,96,76,1002.8,1004.7,8,7,22.5,24.5,Yes,No
2010-02-15T00:00:00.000Z,Cobar,18,29.3,0.6,3,12.9,SSW,35,SW,SW,15,19,64,37,1009.6,1008.8,2,1,21.8,28.5,No,No
2010-02-16T00:00:00.000Z,Cobar,18,30.3,0,8,12.8,SSW,30,SSE,SSW,6,9,66,35,1012.2,1011.2,1,2,22.8,29,No,No
2010-02-17T00:00:00.000Z,Cobar,19.9,31.7,0,7.2,12.8,SSE,30,E,SE,13,11,69,33,1013.5,1012.9,0,1,23.3,30.6,No,No
2010-02-18T00:00:00.000Z,Cobar,19.3,30.7,0,7.8,12.7,ESE,39,E,ESE,17,15,65,38,1016.7,1016.2,0,1,22.8,29.6,No,No
2010-02-19T00:00:00.000Z,Cobar,17.5,30.7,0,10.4,12.4,E,41,ENE,ENE,19,9,54,39,1019.4,1017.1,1,3,20.7,28.7,No,No
2010-02-20T00:00:00.000Z,Cobar,20.6,32.5,0,7.6,12.2,NE,30,NE,N,19,7,61,32,1018,1014.8,2,3,23.3,31.1,No,No
2010-02-21T00:00:00.000Z,Cobar,20.9,34,0,8,12.4,N,31,NNW,WNW,9,6,51,25,1016.9,1014.2,1,2,25.8,33.1,No,No
2010-02-22T00:00:00.000Z,Cobar,22,35.3,0,17,8.9,N,37,W,NW,7,19,55,30,1015.8,1012.4,5,6,26.6,33.4,No,No
2010-02-23T00:00:00.000Z,Cobar,22.4,30.9,0,7.6,12.6,SW,35,S,S,19,13,41,30,1016.4,1015.3,1,1,22.8,29.9,No,No
2010-02-25T00:00:00.000Z,Cobar,19.3,33.8,0,9.4,12,ENE,37,E,ENE,20,13,64,34,1018.8,1017.4,1,4,22.5,32.5,No,No
2010-02-26T00:00:00.000Z,Cobar,20.6,32.3,0,10.8,10.4,ENE,48,ENE,E,20,13,55,35,1021.5,1018.6,1,3,22.6,31.8,No,No
2010-02-27T00:00:00.000Z,Cobar,18.7,32.5,0,9.6,12.1,NNE,30,NE,SE,17,6,52,27,1018.7,1016.1,6,7,24,31.3,No,No
2010-02-28T00:00:00.000Z,Cobar,21.6,31.6,0,7.4,0.1,S,28,ENE,SSE,7,4,48,30,1015.8,1013.2,8,8,24.8,31.1,No,No
2010-03-01T00:00:00.000Z,Cobar,19.4,27.4,0,4.4,1.1,E,48,SSE,ESE,15,9,51,48,1013.4,1010.6,8,8,19.5,25.9,No,No
2010-03-02T00:00:00.000Z,Cobar,17.9,26.8,0,6.6,8.5,ESE,50,ESE,ESE,26,20,58,30,1012.3,1010.6,7,6,18.5,26.2,No,No
2010-03-03T00:00:00.000Z,Cobar,15.8,30.4,0,8,6.3,E,39,ESE,E,22,20,59,30,1013.7,1010.5,1,5,19,29.4,No,Yes
2010-03-04T00:00:00.000Z,Cobar,18.4,22.5,2.6,7,1.8,NE,43,ENE,ENE,20,24,86,88,1009.8,1007.2,8,8,18.9,20.8,Yes,Yes
2010-03-05T00:00:00.000Z,Cobar,18,27.9,12.8,0.6,3.7,N,33,NE,N,19,17,86,66,1005.6,1004.4,7,7,22,26.3,Yes,Yes
2010-03-06T00:00:00.000Z,Cobar,20.7,30.5,2.4,2,7.9,NNE,22,NNE,ENE,2,9,93,52,1010.2,1008.5,7,3,22.4,29.6,Yes,No
2010-03-07T00:00:00.000Z,Cobar,19.1,29.4,0.6,4.8,5.1,NE,41,NE,NE,19,22,92,70,1009.1,1005.7,7,7,22.7,27,No,No
2010-03-08T00:00:00.000Z,Cobar,15.1,26.7,0,4.2,11.8,NW,44,NW,WNW,15,22,55,27,1011.5,1011.6,1,1,19.6,25.8,No,No
2010-03-09T00:00:00.000Z,Cobar,14,26.6,0,7,10.3,SW,35,SW,SSW,13,13,62,41,1017.7,1016.8,0,5,18.9,24.7,No,No
2010-03-10T00:00:00.000Z,Cobar,12.8,23.2,0,7.6,11.6,S,33,S,SSW,11,17,64,31,1023.4,1022.4,0,1,16,21.5,No,No
2010-03-11T00:00:00.000Z,Cobar,11,27.7,0,7.4,10.4,E,41,SE,E,13,17,61,41,1025.9,1024.6,1,5,16.6,26.9,No,No
2010-03-12T00:00:00.000Z,Cobar,16.1,28,0,6.4,9.9,E,46,E,E,20,11,59,33,1030.5,1028,6,3,17.6,26.7,No,No
2010-03-13T00:00:00.000Z,Cobar,16.3,28,0,7.6,10,ENE,43,ENE,ENE,20,9,60,37,1030.3,1027.2,1,6,19,25.8,No,No
2010-03-14T00:00:00.000Z,Cobar,15.8,28.5,0,7.6,5.8,ENE,35,ENE,NE,20,7,68,39,1026.9,1022.9,6,5,18.1,26.2,No,No
2010-03-15T00:00:00.000Z,Cobar,17.3,29.6,0,5.4,5.7,E,26,ENE,SSE,17,6,63,35,1023.4,1020.3,6,5,20.2,27.3,No,No
2010-03-16T00:00:00.000Z,Cobar,16.5,30.9,0,5.8,10.7,SE,28,E,E,7,6,48,25,1021.8,1019.1,1,5,23,30.3,No,No
2010-03-17T00:00:00.000Z,Cobar,17.7,30.9,0,7.2,11.4,E,30,ENE,ESE,17,13,50,21,1023.4,1021.5,1,1,21.6,30,No,No
2010-03-18T00:00:00.000Z,Cobar,16.8,33.2,0,7.6,11.4,ENE,26,E,NE,9,13,32,18,1024,1021,0,1,22.8,31.8,No,No
2010-03-19T00:00:00.000Z,Cobar,18.8,32.6,0,8.4,11.3,NNE,30,N,S,11,6,49,26,1021.4,1019.2,1,2,23.2,31,No,No
2010-03-20T00:00:00.000Z,Cobar,18.8,34,0,7.2,11.3,ENE,24,W,NNE,6,7,43,20,1021.2,1018.5,0,1,25.1,33.7,No,No
2010-03-21T00:00:00.000Z,Cobar,18.9,34.2,0,8,10.3,SSW,33,NNW,SSE,7,13,40,20,1019.7,1017.1,6,4,25.2,33.1,No,No
2010-03-22T00:00:00.000Z,Cobar,18.5,30.3,0,8.6,11.4,S,28,SE,S,13,13,43,18,1019.8,1017.5,1,1,21.8,28.8,No,No
2010-03-23T00:00:00.000Z,Cobar,12.8,30.3,0,8.4,11.3,S,30,S,SSW,9,13,44,13,1020.7,1018.9,0,0,17.5,29.5,No,No
2010-03-24T00:00:00.000Z,Cobar,13.1,32,0,8.4,11.4,S,31,SE,SE,7,7,37,15,1021.5,1018.1,0,1,19.1,30.7,No,No
2010-03-25T00:00:00.000Z,Cobar,16.4,34.2,0,7.8,11.4,SSW,22,E,SW,13,7,42,13,1019.7,1016.8,0,1,21.6,33,No,No
2010-03-26T00:00:00.000Z,Cobar,16.3,34.8,0,7.2,11.2,NW,33,N,W,7,7,39,14,1019.3,1016.3,1,2,22.5,33.8,No,No
2010-03-27T00:00:00.000Z,Cobar,17.7,34.4,0,8,7.9,NW,22,NE,WNW,7,7,38,20,1018.5,1015.7,6,7,24.2,33,No,No
2010-03-29T00:00:00.000Z,Cobar,23.3,32.4,0,8.4,2,SW,50,NW,N,9,7,51,33,1015.9,1014.2,7,8,25.4,29.9,No,Yes
2010-03-30T00:00:00.000Z,Cobar,18.8,25.8,8.4,5.4,5.1,S,28,ENE,SW,6,6,94,74,1018.3,1016.7,7,7,19.4,23.5,Yes,Yes
2010-03-31T00:00:00.000Z,Cobar,16.7,27.7,2.6,2.4,9.1,NE,22,SE,SE,4,6,86,43,1018.7,1015.8,2,6,19.9,26.7,Yes,No
2010-04-01T00:00:00.000Z,Cobar,16.1,28.6,0,2.8,10.8,SW,24,NE,WSW,2,11,66,31,1019.1,1017.1,1,5,20.5,27.7,No,No
2010-04-02T00:00:00.000Z,Cobar,12.2,29,0,5.2,11.3,SW,26,WNW,WSW,2,15,51,21,1019,1016,1,1,19,27.9,No,No
2010-04-03T00:00:00.000Z,Cobar,14.1,29.6,0,5.8,6.4,W,33,ENE,ESE,15,7,53,26,1018.6,1015.5,1,7,19.2,28.9,No,No
2010-04-04T00:00:00.000Z,Cobar,16.7,28.6,0,7.2,9.3,ENE,37,ENE,ESE,20,17,50,24,1018.9,1015.1,5,6,21.1,28.1,No,No
2010-04-05T00:00:00.000Z,Cobar,15,28.5,0,8.4,9.4,NE,35,ENE,ENE,19,20,51,24,1017.7,1013.5,1,3,19.9,28.2,No,Yes
2010-04-06T00:00:00.000Z,Cobar,17.1,20.9,12.4,8,0.4,NE,44,NE,NNE,15,17,98,95,1015.1,1013.8,7,8,17.9,18.3,Yes,Yes
2010-04-07T00:00:00.000Z,Cobar,17.7,28.1,10.2,0.2,4.5,NW,44,N,NW,17,15,89,66,1013.8,1012.1,7,7,20.7,28,Yes,Yes
2010-04-08T00:00:00.000Z,Cobar,17.5,25.5,6.4,2.2,6,WSW,30,SSW,SW,11,13,78,48,1018.5,1016.4,7,7,19.8,24.7,Yes,No
2010-04-09T00:00:00.000Z,Cobar,14.6,23.5,0,4.4,2.5,E,20,ENE,NW,9,6,67,56,1015.3,1011.6,7,8,19,22.7,No,No
2010-04-10T00:00:00.000Z,Cobar,17.1,26.2,0.6,2,8.4,WNW,30,NW,WNW,9,15,74,56,1012.2,1009.7,2,5,21.5,26.1,No,No
2010-04-11T00:00:00.000Z,Cobar,15.3,24.1,0,3.6,8.5,WSW,33,SW,SW,6,20,73,44,1014.3,1012.3,7,7,19.2,23.1,No,No
2010-04-14T00:00:00.000Z,Cobar,7.9,22.9,0,3.8,9.2,WSW,20,SSW,SSE,6,9,60,26,1022.9,1019.9,6,4,14.4,22.6,No,No
2010-04-15T00:00:00.000Z,Cobar,9.2,24.6,0,3.6,10.6,ESE,22,SE,SW,7,6,57,27,1021.8,1019,0,0,15.9,23.9,No,No
2010-04-16T00:00:00.000Z,Cobar,11.8,27.6,0,4.4,10,NE,30,ENE,NNE,13,6,40,29,1023.5,1020.4,1,3,20.1,26.6,No,No
2010-04-17T00:00:00.000Z,Cobar,14.7,27.4,0,5.8,11.3,ENE,31,ENE,N,19,2,51,31,1025.1,1021.9,2,3,19.7,26.3,No,No
2010-04-18T00:00:00.000Z,Cobar,15.6,27.8,0,5.2,9.5,NE,31,NE,NE,22,15,58,27,1023.9,1020.5,6,3,19.6,27.2,No,No
2010-04-19T00:00:00.000Z,Cobar,16.3,28.7,0,5.2,10.6,NNE,31,NE,NE,19,13,57,40,1023,1019.9,3,6,21.5,26.6,No,No
2010-04-20T00:00:00.000Z,Cobar,14.8,27.9,0,5,9.3,NNE,24,ENE,ENE,13,7,58,36,1022.5,1018.4,3,6,22.2,27,No,No
2010-04-21T00:00:00.000Z,Cobar,15.3,28.6,0,4.2,8.5,NE,26,NE,NE,17,9,61,32,1021.3,1018.2,4,6,21.1,27.9,No,No
2010-04-22T00:00:00.000Z,Cobar,16.2,30.2,0,5.4,9.5,W,59,NE,NNW,11,9,51,30,1022.3,1018.8,5,5,22.8,28.8,No,No
2010-04-23T00:00:00.000Z,Cobar,17.1,29.9,0,4.6,10.7,N,31,NNE,NNW,13,13,53,32,1021.3,1016.7,1,3,24,29.4,No,No
2010-04-24T00:00:00.000Z,Cobar,18,30.3,0,5.8,1.5,SW,46,NNW,WNW,20,20,49,30,1016.3,1011.8,7,7,23.7,29.3,No,Yes
2010-04-25T00:00:00.000Z,Cobar,14.1,20.1,8.4,4.6,8.3,SSW,39,SW,SW,11,17,92,44,1018.4,1019.1,6,3,15.3,19.3,Yes,No
2010-04-26T00:00:00.000Z,Cobar,7.6,20.8,0,4,9.3,SE,30,ESE,SE,9,7,57,30,1025.6,1021.5,0,1,15.7,19.8,No,No
2010-04-27T00:00:00.000Z,Cobar,9.6,20.5,0,2.8,3.9,N,17,ENE,WNW,6,7,70,34,1021.2,1018.7,8,5,13,19.4,No,No
2010-04-29T00:00:00.000Z,Cobar,8.8,22,0,3.6,10.3,SW,26,SE,SSW,4,13,55,35,1024.5,1021.9,0,1,17.2,21.7,No,No
2010-04-30T00:00:00.000Z,Cobar,9,21.1,0,3.6,9.9,SSE,24,SE,SSE,7,7,60,42,1026.5,1023.1,0,1,16.1,20.7,No,No
2010-05-01T00:00:00.000Z,Cobar,8.4,24.5,0,3.4,10.6,SW,19,E,SW,7,4,68,28,1026.3,1022.9,0,1,15.8,23.8,No,No
2010-05-02T00:00:00.000Z,Cobar,10.9,25.6,0,3.6,10.5,E,17,ENE,W,9,4,48,24,1025.8,1023,1,1,18.8,25,No,No
2010-05-03T00:00:00.000Z,Cobar,11.6,27.9,0,4,9.8,N,33,ENE,N,13,11,42,25,1024.5,1020.1,6,4,18.7,26.8,No,No
2010-05-04T00:00:00.000Z,Cobar,14.8,28.7,0,5.2,9.7,NNW,41,N,NNW,19,15,48,24,1019.9,1014.8,2,4,20.7,27.1,No,Yes
2010-05-05T00:00:00.000Z,Cobar,9.8,17.8,2.8,6,10.1,SW,44,SSW,SSW,20,19,57,32,1019,1018.5,1,0,13.1,16.9,Yes,No
2010-05-07T00:00:00.000Z,Cobar,8.1,20.1,0,3,10.5,SW,44,S,S,7,13,56,36,1024.7,1021.6,1,2,14.1,19.7,No,No
2010-05-08T00:00:00.000Z,Cobar,6.6,22.4,0,3.6,10.6,SW,44,S,S,6,13,57,34,1024,1020.4,0,1,14.7,21.7,No,No
2010-05-09T00:00:00.000Z,Cobar,8.8,23.9,0,3.2,10.5,SW,44,SE,SSE,6,6,60,31,1022.2,1018,1,1,16.7,23.4,No,No
2010-05-10T00:00:00.000Z,Cobar,8.6,25.5,0,3.2,10.4,WNW,30,NE,NNW,15,20,36,21,1019.4,1014.8,0,1,16.9,24.7,No,No
2010-05-11T00:00:00.000Z,Cobar,12.1,20.9,0,4.8,10.4,SW,37,WSW,SW,9,17,27,38,1015.6,1015.6,1,0,19.7,19.8,No,No
2010-05-13T00:00:00.000Z,Cobar,3,17.7,0,3,10.5,S,26,S,S,9,11,57,30,1024.9,1020.8,0,0,9.5,17.2,No,No
2010-05-14T00:00:00.000Z,Cobar,4.1,19.8,0,2.8,10.3,SW,26,S,SSW,6,11,59,36,1021.4,1017.1,0,1,11.3,19,No,No
2010-05-17T00:00:00.000Z,Cobar,12.5,21.6,0,2.4,3.3,SSW,24,SE,N,6,13,58,30,1018,1015.5,7,7,15.1,21.3,No,No
2010-05-18T00:00:00.000Z,Cobar,6.5,21,0,2.2,8.8,SSE,30,S,SSE,6,7,74,35,1019.3,1017.6,0,5,12.2,19.7,No,No
2010-05-19T00:00:00.000Z,Cobar,7.2,21,0,2.4,8,SE,20,ESE,SSE,6,6,46,26,1022.7,1020.3,1,1,14.9,20.6,No,No
2010-05-20T00:00:00.000Z,Cobar,10,19.7,0,3.6,1.8,E,17,E,SW,9,2,49,33,1021.5,1018.8,7,7,12.9,18.9,No,No
2010-05-21T00:00:00.000Z,Cobar,7.9,20.1,0,1.6,6.5,SW,30,SE,SSW,6,13,57,27,1020.9,1018,6,1,12.4,19.7,No,No
2010-05-22T00:00:00.000Z,Cobar,6.3,18.9,0,3.6,10,SSE,24,SSE,SSE,7,11,48,28,1021.6,1018.7,0,1,13.5,18.4,No,No
2010-05-23T00:00:00.000Z,Cobar,6.7,20.6,0,2.8,5.9,NNE,33,ENE,ENE,17,13,55,29,1020.8,1016.3,1,4,13,19.6,No,No
2010-05-24T00:00:00.000Z,Cobar,12.4,16.7,0.4,3.8,0.1,NNE,37,NE,ESE,13,11,58,96,1014.6,1010.9,7,8,14.7,12.6,No,Yes
2010-05-25T00:00:00.000Z,Cobar,12.2,20.4,9.2,0.4,2.6,WSW,50,N,NNE,7,11,99,84,1008.1,1002.4,8,8,14.4,17.3,Yes,Yes
2010-05-26T00:00:00.000Z,Cobar,10.7,18,4.8,1,3.8,SW,30,WSW,SW,17,11,93,74,1009,1009.3,8,7,13.3,15.8,Yes,No
2010-05-27T00:00:00.000Z,Cobar,10.3,20.7,0.2,1,7.8,E,22,S,E,6,9,89,55,1017.7,1015.6,1,5,12.4,19.1,No,No
2010-05-28T00:00:00.000Z,Cobar,12.1,18.6,0,2.4,1.5,NNE,31,NE,NE,11,17,84,57,1017.5,1012.2,7,7,14.3,17.6,No,Yes
2010-05-29T00:00:00.000Z,Cobar,11.7,15.3,3.6,2.6,1.4,NNE,48,NW,W,15,20,85,69,1007.7,1006.5,8,7,12.2,14.5,Yes,Yes
2010-05-31T00:00:00.000Z,Cobar,11,15.1,4,0.6,0.2,WSW,24,S,SSE,9,7,92,81,1013,1013.5,8,8,12.3,14.5,Yes,No
2010-06-01T00:00:00.000Z,Cobar,8.3,18.7,0.2,0.4,4.3,NE,19,ESE,NNE,9,6,91,66,1019.1,1016.9,6,7,11.8,16.9,No,Yes
2010-06-02T00:00:00.000Z,Cobar,11.7,16.1,1.8,0.6,0.5,SE,20,SE,SE,7,7,79,75,1019.2,1018.3,7,7,13.3,16,Yes,No
